item_key,plant_code,material_id,regime,distribution_type,mean_daily_demand,cv_wd,mean_lead_time,cv_lead_time,delivery_observations,lead_time_stability,supplier_reliability,current_safety_stock_units,current_sap_slt_days,recommended_slt_days,slt_comparison_action,hard_escalation_flag,hard_reason_codes,selected_model,model_confidence,boundary_risk,escalation_flag,solver_used,policy_note,recommended_safety_stock,recommended_reorder_point,recommended_order_quantity,inventor_fill_rate_pct,sap_fill_rate_pct,universal_rq_fill_rate_pct,fill_gain_vs_sap_pct_pts,fill_gain_vs_universal_rq_pct_pts,inventor_total_cost,sap_total_cost,universal_rq_total_cost,cost_delta_vs_universal_rq,stockout_days_reduction_vs_sap,shortage_reduction_vs_sap,route_used,isolate_for_optimization,opportunity_score,optimization_reasons,flag_bucket,llm_review_priority,flag_reasons,llm_question
PLANT_B__MATERIAL_0103,PLANT_B,MATERIAL_0103,Smooth,Normal,152.5912,0.5476,1.36,0.8014,39,Unstable,0.23,0.0,4.5,4.5,MAINTAIN,NO,,"(r,Q)",HIGH,HIGH,YES,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=172.0, SS_normal=283 SS_spike=0 → SS=283, ROP=643, OQ=2518",283.0,643.0,2518.0,100.0,100.0,100.0,0.0,0.0,911.2948,668.3797,911.2948,0.0,0.0,0.0,"(r,Q)",NO,1.0,,MONITOR,MEDIUM,,Should this item stay under observation for lead time or service deterioration?
PLANT_B__MATERIAL_0131,PLANT_B,MATERIAL_0131,Smooth,Normal,802.6087,0.5293,0.28,1.3686,10,Unstable,0.31,10400.0,3.0,1.5,DECREASE,NO,,"(r,Q)",HIGH,HIGH,YES,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=359.7, SS_normal=592 SS_spike=0 → SS=592, ROP=1619, OQ=14375",592.0,1619.0,14375.0,99.7628,100.0,99.7628,-0.2372,0.0,599.979,1346.3966,599.979,0.0,-1.0,-219.2,"(r,Q)",NO,1.0,,MONITOR,MEDIUM,,Should this item stay under observation for lead time or service deterioration?
PLANT_B__MATERIAL_0151,PLANT_B,MATERIAL_0151,Smooth,Normal,1576.6134,0.4063,1.5635,0.6027,37,Unstable,0.42,3000.0,4.0,3.5,DECREASE,NO,,"(r,Q)",MEDIUM,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=1702.4, SS_normal=2800 SS_spike=0 → SS=2800, ROP=6842, OQ=40290",2800.0,6842.0,40290.0,100.0,100.0,100.0,0.0,0.0,538.4503,507.4025,538.4503,0.0,0.0,0.0,"(r,Q)",NO,1.0,,LEAVE_BASELINE,LOW,,Is there any evidence this item needs intervention beyond routine monitoring?
PLANT_B__MATERIAL_0201,PLANT_B,MATERIAL_0201,Smooth,Normal,29.6618,0.2435,0.28,0.0,1,Stable,0.14,800.0,4.0,1.0,DECREASE,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=13.0, SS_normal=21 SS_spike=0 → SS=21, ROP=29, OQ=1416",21.0,29.0,1416.0,99.3269,100.0,99.3269,-0.6731,0.0,273.4112,544.6506,273.4112,0.0,-2.0,-14.92,"(r,Q)",YES,1.0,thin_delivery_data,LLM_REVIEW,MEDIUM,thin_delivery_data,Which counterfactual or hidden constraint should be reviewed before optimizing this material?
PLANT_B__MATERIAL_0202,PLANT_B,MATERIAL_0202,Smooth,Normal,457.0172,0.6074,0.2414,1.0269,14,Unstable,0.34,4000.0,5.0,1.0,DECREASE,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=218.0, SS_normal=359 SS_spike=0 → SS=359, ROP=926, OQ=46325",359.0,926.0,46325.0,100.0,100.0,100.0,0.0,0.0,281.4697,305.0846,281.4697,0.0,0.0,0.0,"(r,Q)",NO,1.0,,LEAVE_BASELINE,LOW,,Is there any evidence this item needs intervention beyond routine monitoring?
PLANT_B__MATERIAL_0203,PLANT_B,MATERIAL_0203,Smooth,Normal,1121.5982,0.5332,0.0,0.0,0,Stable,0.8,9000.0,2.0,0.0,DECREASE,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=0.0, SS_normal=0 SS_spike=0 → SS=0, ROP=0, OQ=2232",0.0,0.0,2232.0,65.3313,100.0,65.3313,-34.6687,0.0,645.7341,34616.6228,645.7341,0.0,-40.0,-46194.0,"(r,Q)",YES,1.0,thin_delivery_data,LLM_REVIEW,MEDIUM,thin_delivery_data,Which counterfactual or hidden constraint should be reviewed before optimizing this material?
PLANT_B__MATERIAL_0211,PLANT_B,MATERIAL_0211,Smooth,Normal,78971.9613,0.5886,1.0216,0.8023,93,Unstable,0.53,250000.0,5.0,2.5,DECREASE,NO,,"(r,Q)",HIGH,MEDIUM,YES,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=92567.2, SS_normal=152260 SS_spike=0 → SS=59608(capped), ROP=298230, OQ=29804",59608.0,298230.0,29804.0,28.5326,28.9763,28.5326,-0.4437,0.0,12027.4859,15305.9682,12027.4859,0.0,0.0,-32447.7557,"(r,Q)",NO,1.0,,LEAVE_BASELINE,LOW,,Is there any evidence this item needs intervention beyond routine monitoring?
PLANT_B__MATERIAL_0221,PLANT_B,MATERIAL_0221,Erratic,Gamma,235.1035,0.7525,2.7837,0.4134,87,Moderate,0.57,0.0,3.0,4.0,INCREASE,NO,,"(r,Q)",HIGH,HIGH,YES,"(r,Q)","(r,Q) v3 [Erratic]: σ_LTD_rob=509.0, SS_normal=837 SS_spike=135 → SS=972, ROP=2332, OQ=1574",972.0,2332.0,1574.0,100.0,100.0,100.0,0.0,0.0,10197.8617,4729.9022,10197.8617,0.0,0.0,0.0,"(r,Q)",NO,1.0,,MONITOR,MEDIUM,,Should this item stay under observation for lead time or service deterioration?
PLANT_A__MATERIAL_0200,PLANT_A,MATERIAL_0200,Lumpy,Negative Binomial,153.1181,1.1931,5.6955,0.2423,20,Moderate,0.55,0.0,4.5,7.0,INCREASE,NO,,NB branch,HIGH,HIGH,YES,negbin,"NB branch: LTD_mean=872.1, LTD_var=234719.1, r_lt=3.25, p_lt=0.0037, ROP=2096, SS=918, OQ=3239",918.0,2096.0,3239.0,100.0,100.0,100.0,0.0,0.0,2128.6692,1382.0399,1964.5702,164.099,0.0,0.0,negbin,NO,0.9672,cost_premium_vs_universal_rq,OPTIMIZE_NOW,HIGH,distributional_branch_case|cost_premium_vs_universal_rq,What operational constraint could still block implementation despite apparent service gain?
PLANT_A__MATERIAL_0206,PLANT_A,MATERIAL_0206,Lumpy,Negative Binomial,79.8698,1.1729,4.8662,0.3011,32,Moderate,0.57,96.0,5.0,6.5,INCREASE,NO,,NB branch,HIGH,HIGH,YES,negbin,"NB branch: LTD_mean=388.7, LTD_var=56398.6, r_lt=2.70, p_lt=0.0069, ROP=1003, SS=455, OQ=1282",455.0,1003.0,1282.0,100.0,100.0,100.0,0.0,0.0,3121.1112,2066.792,2956.354,164.7572,0.0,0.0,negbin,NO,0.967,cost_premium_vs_universal_rq,OPTIMIZE_NOW,HIGH,distributional_branch_case|cost_premium_vs_universal_rq,What operational constraint could still block implementation despite apparent service gain?
PLANT_A__MATERIAL_0205,PLANT_A,MATERIAL_0205,Lumpy,Negative Binomial,79.3209,1.1727,5.1432,0.2853,28,Moderate,0.62,288.0,5.0,6.0,INCREASE,NO,,NB branch,HIGH,HIGH,YES,negbin,"NB branch: LTD_mean=408.0, LTD_var=58045.4, r_lt=2.89, p_lt=0.0070, ROP=1026, SS=459, OQ=1400",459.0,1026.0,1400.0,100.0,100.0,100.0,0.0,0.0,2767.8513,2208.5364,2598.3808,169.4705,0.0,0.0,negbin,NO,0.9661,cost_premium_vs_universal_rq,OPTIMIZE_NOW,HIGH,distributional_branch_case|cost_premium_vs_universal_rq,What operational constraint could still block implementation despite apparent service gain?
PLANT_A__MATERIAL_0029,PLANT_A,MATERIAL_0029,Lumpy,Negative Binomial,97.8512,0.886,2.7734,0.4696,77,Moderate,0.54,0.0,4.0,4.5,INCREASE,NO,,NB branch,HIGH,HIGH,YES,negbin,"NB branch: LTD_mean=271.4, LTD_var=37086.1, r_lt=2.00, p_lt=0.0073, ROP=939, SS=374, OQ=185",374.0,939.0,185.0,100.0,100.0,100.0,0.0,0.0,100209.2333,39351.9276,99844.6106,364.6227,0.0,0.0,negbin,NO,0.9271,cost_premium_vs_universal_rq,OPTIMIZE_NOW,HIGH,distributional_branch_case|cost_premium_vs_universal_rq,What operational constraint could still block implementation despite apparent service gain?
PLANT_A__MATERIAL_0022,PLANT_A,MATERIAL_0022,Lumpy,Negative Binomial,258.237,1.1797,1.09,0.8497,8,Unstable,0.2,0.0,2.5,4.0,INCREASE,YES,UNSTABLE_LT_THIN_DATA|UNSTABLE_LT_SEVERE_VARIANCE|UNSTABLE_LT_SLT_INCREASE,NB branch,HIGH,HIGH,YES,negbin,"NB branch: LTD_mean=281.5, LTD_var=158359.2, r_lt=0.50, p_lt=0.0018, ROP=1339, SS=799, OQ=309",799.0,1339.0,309.0,100.0,100.0,100.0,0.0,0.0,118327.6943,41954.0749,100200.6157,18127.0786,0.0,0.0,negbin,YES,0.3746,hard_flag|thin_delivery_data|cost_premium_vs_universal_rq,OPTIMIZE_NOW,HIGH,hard_flag|thin_delivery_data|distributional_branch_case|cost_premium_vs_universal_rq,What operational constraint could still block implementation despite apparent service gain?
PLANT_B__MATERIAL_0115,PLANT_B,MATERIAL_0115,Smooth,Normal,82.3853,0.6262,3.8259,0.3196,90,Moderate,0.66,224.0,3.8,4.0,MAINTAIN,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=191.9, SS_normal=316 SS_spike=0 → SS=316, ROP=878, OQ=225",316.0,878.0,225.0,100.0,100.0,100.0,0.0,0.0,65647.8465,39983.4637,65647.8465,0.0,0.0,0.0,"(r,Q)",NO,0.0,,LEAVE_BASELINE,LOW,,Is there any evidence this item needs intervention beyond routine monitoring?
PLANT_B__MATERIAL_0116,PLANT_B,MATERIAL_0116,Smooth,Normal,229.1642,0.4236,3.6748,0.3541,141,Moderate,0.67,224.0,3.8,4.0,MAINTAIN,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=469.4, SS_normal=772 SS_spike=0 → SS=752(capped), ROP=2052, OQ=376",752.0,2052.0,376.0,100.0,100.0,100.0,0.0,0.0,134928.4101,60114.6465,134928.4101,0.0,0.0,0.0,"(r,Q)",NO,0.0,,LEAVE_BASELINE,LOW,,Is there any evidence this item needs intervention beyond routine monitoring?
